"error_severity","event_message","id","identifier","timestamp"
"LOG","connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)","2b7d1f50-1aba-4543-9631-b99f83363a22","oieoxgngqydvjzbyfrav","1738393774388000"
"LOG","connection received: host=::1 port=51287","abc0c949-978f-4eda-b445-119b98ad6c07","oieoxgngqydvjzbyfrav","1738393774371000"
"LOG","connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)","8968d1af-e481-4918-981b-14a5dfe632b4","oieoxgngqydvjzbyfrav","1738393758524000"
"LOG","connection received: host=::1 port=2271","66cf93d6-3b9c-49c3-8524-f2ea73d1effb","oieoxgngqydvjzbyfrav","1738393758515000"
"LOG","Daily goals updated successfully","8db30456-1290-4bda-a71e-ff196ccada24","oieoxgngqydvjzbyfrav","1738393752687000"
"LOG","Checking achievement: Streak Starter (Type: streak_days, Value: 3)","f07eb083-3ca2-4ea6-af19-c1c59ec4e1a8","oieoxgngqydvjzbyfrav","1738393752686000"
"LOG","Checking achievement: Streak Champion (Type: streak_days, Value: 30)","c4c95a28-1494-4b7b-96db-23e72c5cb6eb","oieoxgngqydvjzbyfrav","1738393752686000"
"LOG","XP transaction inserted successfully","05526bf8-5918-4c55-9109-586201f2ce51","oieoxgngqydvjzbyfrav","1738393752686000"
"LOG","Checking achievement: XP Master (Type: total_xp, Value: 5000)","5f64ced9-83d7-4f8d-b9c4-937e787b8e5a","oieoxgngqydvjzbyfrav","1738393752686000"
"LOG","Checking achievement: Language Explorer (Type: lessons_completed, Value: 100)","6b3ad8c1-b5c9-44ca-a592-5ca6484ac7e0","oieoxgngqydvjzbyfrav","1738393752686000"
"LOG","Checking achievement: First Steps (Type: lessons_completed, Value: 1)","7d4830cb-ac1a-4ebf-9ab6-f114248d85a1","oieoxgngqydvjzbyfrav","1738393752686000"
"LOG","Checking achievement: Dedicated Learner (Type: lessons_completed, Value: 25)","a85ad767-821b-42eb-8cda-c6f524a7e83d","oieoxgngqydvjzbyfrav","1738393752686000"
"LOG","Checking achievement: XP Hunter (Type: total_xp, Value: 1000)","cb720f71-409d-4cc0-89cd-ac8577ab7df4","oieoxgngqydvjzbyfrav","1738393752686000"
"LOG","Checking achievement: Getting Started (Type: lessons_completed, Value: 5)","97994bb1-d9a1-42f2-ac82-65283fbd0ead","oieoxgngqydvjzbyfrav","1738393752686000"
"LOG","Checking achievement: Perfect Start (Type: perfect_scores, Value: 1)","dce859fe-3770-4bc8-b00d-3fb19781847f","oieoxgngqydvjzbyfrav","1738393752686000"
"LOG","Checking achievement: Perfectionist (Type: perfect_scores, Value: 5)","fc4a1d46-bced-493c-af60-7308d39f7488","oieoxgngqydvjzbyfrav","1738393752686000"
"LOG","Checking achievement: Streak Master (Type: streak_days, Value: 7)","ea5ad3af-83f0-462f-8a2c-008a0b055d2f","oieoxgngqydvjzbyfrav","1738393752686000"
"LOG","User stats updated successfully","3382d9bb-3d5b-4f39-9532-e1b94aec2566","oieoxgngqydvjzbyfrav","1738393752685000"
"LOG","Checking achievements for user 1223acf8-7624-4a36-bee5-8d46c1effa47. Stats: XP=100, Streak=0, Lessons=0, Perfect=0","b8718645-c582-4b51-b16e-af18de1d1f54","oieoxgngqydvjzbyfrav","1738393752685000"
"LOG","update_user_stats_on_xp triggered: NEW.amount=100, NEW.user_id=1223acf8-7624-4a36-bee5-8d46c1effa47","8616dcc9-9d33-49a6-bd39-6c710a9ae415","oieoxgngqydvjzbyfrav","1738393752684000"
"LOG","update_user_level triggered. Old XP: 0, New XP: 100","2494168e-f20c-4e29-ae5f-84a8f483da6d","oieoxgngqydvjzbyfrav","1738393752684000"
"LOG","update_user_level triggered. Old XP: 0, New XP: 100","3db2f2b8-8e09-46fe-b07c-9cfe89ee10dd","oieoxgngqydvjzbyfrav","1738393752684000"
"LOG","User level updated to: 2","ac17b4d9-58f7-40ed-9958-ed4be6dfc46c","oieoxgngqydvjzbyfrav","1738393752684000"
"LOG","Created new user_stats record for user 1223acf8-7624-4a36-bee5-8d46c1effa47","51d37567-9686-4f0e-825c-cf0f4f86ee6c","oieoxgngqydvjzbyfrav","1738393752683000"
"LOG","Current XP before update: <NULL>","04c0611e-992c-476a-a52e-93f4c3b40dc2","oieoxgngqydvjzbyfrav","1738393752682000"
"LOG","Awarding XP: base_xp=50, bonus_xp=50, xp_to_award=100, user_id=1223acf8-7624-4a36-bee5-8d46c1effa47, lesson_id=cccccccc-1111-1111-1111-cccccccccccc","00e32905-21ba-4f91-b920-325ba708a7c1","oieoxgngqydvjzbyfrav","1738393752682000"
"LOG","award_lesson_xp triggered: TG_OP=INSERT, OLD.completed=<NULL>, NEW.completed=t, OLD.score=<NULL>, NEW.score=100","20d17b41-3a86-42bd-8648-a37b2ee1fcbf","oieoxgngqydvjzbyfrav","1738393752676000"
"LOG","connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter","da2c81f3-1dee-47f2-a3d6-58e2d9328f21","oieoxgngqydvjzbyfrav","1738393745172000"
"LOG","connection received: host=::1 port=60557","f7e6ed80-6666-439c-8215-1a3e1efbe1d3","oieoxgngqydvjzbyfrav","1738393745170000"
"LOG","connection authorized: user=postgres database=postgres SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)","8620858b-ad6c-4a5f-86bd-17d7dd793b13","oieoxgngqydvjzbyfrav","1738393739622000"
"LOG","connection authenticated: identity="postgres" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)","54b5a5d6-6a12-480c-bff9-9eb253ce02cd","oieoxgngqydvjzbyfrav","1738393739622000"
"LOG","connection authenticated: identity="supabase_admin" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)","304acece-fa95-416a-9678-a544a65944bf","oieoxgngqydvjzbyfrav","1738393738682000"
"LOG","connection authorized: user=supabase_admin database=postgres SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)","6850f918-496a-4dd1-8b87-e3b0affd8afd","oieoxgngqydvjzbyfrav","1738393738682000"
"LOG","connection received: host=2406:da18:96a:8201:d76b:8c6a:6a53:b21c port=44896","2f638ccd-1ff4-45ec-afb3-586fe58c4684","oieoxgngqydvjzbyfrav","1738393738349000"
"LOG","connection authenticated: identity="postgres" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)","8649780e-b5f0-4a16-b76d-f90b659f35d9","oieoxgngqydvjzbyfrav","1738393736985000"
"LOG","connection authorized: user=postgres database=postgres SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)","d685ec74-c24f-499e-987f-33ee6d46d5f3","oieoxgngqydvjzbyfrav","1738393736985000"
"LOG","connection received: host=2406:da18:96a:8200:8b1:a14c:3581:9dbd port=39132","4eef7362-ea49-4762-95cb-1d689ca3aa0f","oieoxgngqydvjzbyfrav","1738393736654000"
"LOG","connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)","036d742e-d468-4da5-ae3e-3caf47cfe08a","oieoxgngqydvjzbyfrav","1738393735996000"
"LOG","connection received: host=::1 port=3115","0ffb8842-0dc8-4da6-9b29-7cc149c31520","oieoxgngqydvjzbyfrav","1738393735988000"
"LOG","connection authenticated: identity="postgres" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)","a100889f-3e7f-476d-b031-d3ff2df69d20","oieoxgngqydvjzbyfrav","1738393735668000"
"LOG","connection authorized: user=postgres database=postgres SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)","b0d34331-11da-43c0-83ce-4f94c7c57140","oieoxgngqydvjzbyfrav","1738393735668000"
"LOG","connection received: host=2406:da18:96a:8200:8b1:a14c:3581:9dbd port=60940","0d8efb7f-f932-41bf-bcf9-3e0d407b1196","oieoxgngqydvjzbyfrav","1738393735328000"
"LOG","connection authenticated: identity="supabase_admin" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)","d293befa-c44f-4f79-b2dd-4c99a0af96da","oieoxgngqydvjzbyfrav","1738393729360000"
"LOG","connection authorized: user=supabase_admin database=postgres SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)","752491f4-1a86-416e-9235-45202aa09401","oieoxgngqydvjzbyfrav","1738393729360000"
"LOG","connection received: host=2406:da18:96a:8200:8b1:a14c:3581:9dbd port=60938","4efc2396-ff3f-4e27-b39c-e821edd29a40","oieoxgngqydvjzbyfrav","1738393729027000"
"LOG","connection authenticated: identity="supabase_admin" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)","e177ecec-3413-460d-acc1-8ae9476e0442","oieoxgngqydvjzbyfrav","1738393728396000"
"LOG","connection authorized: user=supabase_admin database=postgres SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)","8224acaf-9ec3-41c0-a68a-c267a6c23ae1","oieoxgngqydvjzbyfrav","1738393728396000"
"LOG","connection authenticated: identity="postgres" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)","a099fb98-b0ba-41dc-9b59-eb3816dfdf22","oieoxgngqydvjzbyfrav","1738393728344000"
"LOG","connection authorized: user=postgres database=postgres SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)","f61941c9-d9d6-482a-a904-243d072bd14a","oieoxgngqydvjzbyfrav","1738393728344000"
"LOG","connection authenticated: identity="postgres" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)","fb2ea430-1e7a-4a28-a6de-96a0d9f45028","oieoxgngqydvjzbyfrav","1738393728278000"
"LOG","connection authorized: user=postgres database=postgres SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)","e78a8229-4c09-4350-b10c-6163eeb007c7","oieoxgngqydvjzbyfrav","1738393728278000"
"LOG","connection authorized: user=postgres database=postgres SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)","d66d684b-02a6-40cd-aba0-aa8e84c08608","oieoxgngqydvjzbyfrav","1738393728269000"
"LOG","connection authenticated: identity="postgres" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)","d379e9c7-3a8e-4205-9886-23942581fb13","oieoxgngqydvjzbyfrav","1738393728269000"
"LOG","connection authorized: user=postgres database=postgres SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)","5da5c1f6-2ed5-4d79-a594-0812426aed4b","oieoxgngqydvjzbyfrav","1738393728265000"
"LOG","connection authenticated: identity="postgres" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)","94857d02-f709-4e6b-bc82-eb55064a66c0","oieoxgngqydvjzbyfrav","1738393728265000"
"LOG","connection authorized: user=postgres database=postgres SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)","34b6dde7-2a9a-4877-b462-8ebfc67860c8","oieoxgngqydvjzbyfrav","1738393728265000"
"LOG","connection authenticated: identity="postgres" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)","0756cbf6-29e4-4ce3-a33d-2aa03257736b","oieoxgngqydvjzbyfrav","1738393728265000"
"LOG","connection authorized: user=supabase_admin database=postgres SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)","885091f8-5d9d-49e8-b747-ccd4c7576d84","oieoxgngqydvjzbyfrav","1738393728263000"
"LOG","connection authenticated: identity="supabase_admin" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)","d7e578bf-c340-49e5-8348-04e0e7aa4266","oieoxgngqydvjzbyfrav","1738393728263000"
"LOG","connection authorized: user=postgres database=postgres SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)","3fedf7f9-2e13-4830-9a4a-93a475541c47","oieoxgngqydvjzbyfrav","1738393728257000"
"LOG","connection authenticated: identity="postgres" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)","9b515354-9fd4-46af-9019-4e60f6c079ef","oieoxgngqydvjzbyfrav","1738393728257000"
"LOG","connection received: host=2406:da18:96a:8200:8b1:a14c:3581:9dbd port=60926","2805d396-3b3a-4f55-b68f-829c27dd8f70","oieoxgngqydvjzbyfrav","1738393728060000"
"LOG","connection received: host=2406:da18:96a:8201:1d87:efea:f300:250d port=49890","ae9dd8c2-2029-482c-83dc-0124bf71719c","oieoxgngqydvjzbyfrav","1738393727984000"
"LOG","connection received: host=2406:da18:96a:8200:61af:47b6:e789:54d9 port=52476","a7ca8e3e-0d7d-4a32-9d88-023bd0d01e11","oieoxgngqydvjzbyfrav","1738393727949000"
"LOG","connection received: host=2406:da18:96a:8200:8b1:a14c:3581:9dbd port=60916","c116b8ab-070d-440d-b423-f1e3cac76dc2","oieoxgngqydvjzbyfrav","1738393727945000"
"LOG","connection received: host=2406:da18:96a:8200:61af:47b6:e789:54d9 port=52464","265df71a-e8e1-4f7e-a70a-82e4e89c317e","oieoxgngqydvjzbyfrav","1738393727945000"
"LOG","connection received: host=2406:da18:96a:8201:d76b:8c6a:6a53:b21c port=52630","db8187e8-1ede-413c-9e3b-b55313733938","oieoxgngqydvjzbyfrav","1738393727922000"
"LOG","connection received: host=2406:da18:96a:8201:1d87:efea:f300:250d port=49876","f2498ac3-c933-4bae-be71-a6fd744badcb","oieoxgngqydvjzbyfrav","1738393727916000"
"LOG","connection received: host=2406:da18:96a:8200:61af:47b6:e789:54d9 port=52452","baa4dbcc-92c7-461a-a6ee-9be896814e2e","oieoxgngqydvjzbyfrav","1738393727915000"
"LOG","connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)","99b6972a-64ca-49de-8e96-4a05330280d0","oieoxgngqydvjzbyfrav","1738393720090000"
"LOG","connection received: host=::1 port=47443","c61335f9-b70e-4445-8e8b-c0ba551891ed","oieoxgngqydvjzbyfrav","1738393720082000"
"LOG","connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)","6a3993e9-c2a5-49be-a346-1064b0535d53","oieoxgngqydvjzbyfrav","1738393694981000"
"LOG","connection authorized: user=supabase_auth_admin database=postgres","409fb97d-bbd2-456b-9ed2-dd838e12e709","oieoxgngqydvjzbyfrav","1738393694660000"
"LOG","connection received: host=127.0.0.1 port=6783","bd6b0449-9dbf-48aa-9127-9846b98e5e02","oieoxgngqydvjzbyfrav","1738393694660000"
"LOG","connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter","bd8936e5-9fd7-4789-93e7-be9f326f607f","oieoxgngqydvjzbyfrav","1738393685168000"
"LOG","connection received: host=::1 port=26307","cd16027d-e0da-4c24-9cf8-144d5bc7d417","oieoxgngqydvjzbyfrav","1738393685167000"
"LOG","connection received: host=::1 port=38107","a0b87f72-0e71-4af2-bf43-a450489385ea","oieoxgngqydvjzbyfrav","1738393625166000"
"LOG","connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter","96184619-b554-4271-a6fe-2097e2fd3e2a","oieoxgngqydvjzbyfrav","1738393625166000"
"LOG","connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter","42a383c6-ebcf-405a-802c-efd72ef59912","oieoxgngqydvjzbyfrav","1738393565175000"
"LOG","connection received: host=::1 port=41133","2ee554b8-9cd9-4116-851c-06b46399cf5f","oieoxgngqydvjzbyfrav","1738393565174000"
"LOG","connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter","092e1b4f-68b1-448c-8384-e9b3e96fa3bd","oieoxgngqydvjzbyfrav","1738393505167000"
"LOG","connection received: host=::1 port=63837","58f0a775-8c48-428b-885a-1fff779c4b5d","oieoxgngqydvjzbyfrav","1738393505166000"
"LOG","connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter","5745328f-0e81-46d2-bdc9-6a62e69e33b9","oieoxgngqydvjzbyfrav","1738393445167000"
"LOG","connection received: host=::1 port=30077","0f1b5ea6-8bc9-48d7-b6f0-0f58b5072714","oieoxgngqydvjzbyfrav","1738393445166000"
"LOG","connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter","5e61cc8f-8696-4a4f-a42e-4e1089249d19","oieoxgngqydvjzbyfrav","1738393385166000"
"LOG","connection received: host=::1 port=64507","9cfb1d60-c65c-4a2e-b223-22449fba00b1","oieoxgngqydvjzbyfrav","1738393385165000"
"LOG","connection received: host=::1 port=10975","f6338e06-8813-46ec-88ce-c841e7c19a70","oieoxgngqydvjzbyfrav","1738393325166000"
"LOG","connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter","487cea35-4368-4f52-a551-74422231c6f2","oieoxgngqydvjzbyfrav","1738393325166000"
"LOG","connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter","4fc353eb-3ebd-403a-9099-12d845942b2d","oieoxgngqydvjzbyfrav","1738393265166000"
"LOG","connection received: host=::1 port=54109","c5ade870-927a-4fe0-ae28-32ff4e1cb668","oieoxgngqydvjzbyfrav","1738393265165000"
"LOG","connection received: host=::1 port=34173","bca23696-4178-49ab-ad29-a685574c2e7e","oieoxgngqydvjzbyfrav","1738393205165000"
"LOG","connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter","d89c00a7-2761-4682-bf79-9338a63fc1fe","oieoxgngqydvjzbyfrav","1738393205165000"
"LOG","connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter","3af81b38-9c24-4d93-af19-763aaafe8e34","oieoxgngqydvjzbyfrav","1738393145166000"
"LOG","connection received: host=::1 port=17695","377a4d32-fc2a-49c9-b9b9-c347d130f2c8","oieoxgngqydvjzbyfrav","1738393145165000"
"LOG","connection received: host=::1 port=30957","a03a9fc6-a9a0-443a-a642-832d0f46ecaf","oieoxgngqydvjzbyfrav","1738393085165000"
"LOG","connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter","bb9c53df-2c4a-4ffd-813b-2a31c385e3da","oieoxgngqydvjzbyfrav","1738393085165000"
"LOG","connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter","ef583bd1-d1b8-4d1c-b20f-2ef5fe4308e6","oieoxgngqydvjzbyfrav","1738393025167000"
"LOG","connection received: host=::1 port=28297","5fe52ba1-d96a-499d-8e40-ba4dc81d0594","oieoxgngqydvjzbyfrav","1738393025166000"
"LOG","connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter","32461d86-a605-44c4-b9e3-f466475e395c","oieoxgngqydvjzbyfrav","1738392965166000"
"LOG","connection received: host=::1 port=45211","23a420e3-7eef-4fda-b5e5-6be1c5212b28","oieoxgngqydvjzbyfrav","1738392965165000"